ds,1INCH,APE,BNB,BTC,DOGE,DYDX,EGLD,ETH,FET,FLOW,GT,LEO,LINK,LTC,OKB,RAY,SOL,SUN,TRX,XMR,XRP,YFI,y,unique_id,day,week,month,months_since_start,is_holiday,days_to_holiday
2022-10-20,0.6801098548231745,0.767250652273968,-0.671392330957944,-1.0081280613883663,-0.6718901466811777,-0.798871571737871,1.127963368398367,-1.1486177931302728,-0.8411075415160697,0.8000355191522354,-0.6099662274735191,-0.4745964517163674,-0.831441563365201,-1.5890634981821157,-1.6119855248131838,-0.4799130300161255,-0.723830452359155,-0.4563921186144172,-0.8606153685551601,-0.6546860471932989,-0.3558618613379669,0.2451850109106077,1630.800048828125,XAU,20,42,10,5,0,22
2022-10-21,0.724798652013062,0.9227584193997068,-0.6697363934629439,-1.003985275367767,-0.6803643196569604,-0.8225611300982403,0.923737336028266,-1.1292977798976327,-0.8396601802808367,0.8239816078972412,-0.6096313553468822,-0.5035273635327953,-0.805867636481129,-1.5679564496955989,-1.6260373442856657,-0.4853618745659348,-0.7278501687471842,-0.5110956866306073,-0.8828536358236231,-0.7416211084511135,-0.3143352102278628,0.30971950560721,1651.0,XAU,21,42,10,5,0,21
2022-10-22,0.7266192145563396,0.9284570680727493,-0.6603710706177764,-1.0005670707452803,-0.6793445276559809,-0.7801331170490292,0.9805031087202828,-1.1074008839150853,-0.8398795666735627,0.8484120133372944,-0.600751233465656,-0.5093755945544163,-0.7974759218303605,-1.5460513988342808,-1.6165062851832153,-0.4841402290192033,-0.725420618586902,-0.5180465420595873,-0.8812714992491781,-0.6976076088384613,-0.30811170550461575,0.31869577703832436,1650.2333170572917,XAU,22,42,10,5,0,20
2022-10-23,0.7284397770996172,0.9341557167457919,-0.651005747772609,-0.9971488661227936,-0.6783247356550012,-0.7377051039998181,1.0372688814122994,-1.0855039879325379,-0.8400989530662888,0.8728424187773477,-0.5918711115844298,-0.5152238255760374,-0.7890842071795919,-1.524146347972963,-1.6069752260807648,-0.48291858347247174,-0.7229910684266198,-0.5249973974885673,-0.8796893626747333,-0.653594109225809,-0.30188820078136874,0.32767204846943876,1649.4666341145833,XAU,23,42,10,5,0,19
2022-10-24,0.7302603396428947,0.9398543654188344,-0.6416404249274416,-0.993730661500307,-0.6773049436540216,-0.6952770909506071,1.0940346541043162,-1.0636070919499905,-0.8403183394590148,0.897272824217401,-0.5829909897032036,-0.5210720565976584,-0.7806924925288234,-1.5022412971116448,-1.5974441669783144,-0.4816969379257402,-0.7205615182663375,-0.5319482529175473,-0.8781072261002884,-0.6095806096131567,-0.2956646960581217,0.3366483199005531,1648.699951171875,XAU,24,43,10,5,0,18
2022-10-25,0.812142109883775,1.049344473335193,-0.5448883258938371,-0.9514206315652208,-0.6263059156358497,-0.6827520609826911,1.0512619969633208,-0.8874936744729772,-0.8392281001858277,1.0177941141913052,-0.5580301365715807,-0.4373498598949776,-0.739689946906127,-1.234997390063809,-1.5835509303556203,-0.4598355908669795,-0.6796570957021482,-0.5192352390749781,-0.8597631947843734,-0.5125661209631319,-0.2747365822050138,0.6544771719128589,1652.800048828125,XAU,25,43,10,5,0,17
2022-10-26,1.0347587559075064,1.0410482263478409,-0.5291603552463036,-0.9265200506484654,-0.4787236285541782,-0.5363508708313968,1.0362772433023848,-0.7963116694762497,-0.8379626462768393,1.1482837452556802,-0.5374277729651077,-0.3052819001508951,-0.7266833148999823,-1.2509322856225278,-1.578297011593093,-0.456660839502411,-0.677849311417818,-0.5011395096514162,-0.829347527465426,-0.386888260666508,-0.2484404895427326,0.6542558897136893,1664.0,XAU,26,43,10,5,0,16
2022-10-27,0.928156317510639,1.0022502836903984,-0.5502134360956017,-0.9429985912786376,-0.3487339319855534,-0.4668811357461925,0.9141441554982744,-0.8317933627249764,-0.8392998458273782,1.174859857572526,-0.5401015980993314,-0.2860932075871426,-0.774262399380454,-1.3258667665021846,-1.607710682775432,-0.4617221170025197,-0.6838229270710263,-0.5260601732099549,-0.8472084951612731,-0.4077400760841426,-0.2657556199609635,0.5899857043105399,1660.699951171875,XAU,27,43,10,5,0,15
2022-10-28,1.041918667595363,1.184039318709576,-0.4750297511566271,-0.9336115255425502,-0.2809452621638886,-0.3698928017841115,1.0294092312077892,-0.7894664117098289,-0.8378108560575889,1.302609114425683,-0.5307148747957571,-0.1985698056939098,-0.7391154291230736,-1.3369999285735583,-1.5804551173315065,-0.447076113954142,-0.6646911910679846,-0.47889173542692,-0.8347751807555231,-0.3371210879174677,-0.2387056208350763,0.7049172198679325,1639.5999755859375,XAU,28,43,10,5,0,14
2022-10-29,1.0446951291505437,1.1362863567087809,-0.4044382580260558,-0.9355789427468427,-0.07280136742260476,-0.42196588270335267,1.0635117882322203,-0.7853654239488649,-0.8367507785093321,1.2742306083323314,-0.5090701143643174,-0.16819495780967478,-0.6822561926881052,-1.3320930142574425,-1.5614136838461432,-0.4486786075000671,-0.6619642295637053,-0.4706010774297452,-0.8370030536562811,-0.3170252295542483,-0.2499963657235444,0.6853685766987329,1638.3666585286458,XAU,29,43,10,5,0,13
2022-10-30,1.0474715907057248,1.0885333947079856,-0.3338467648954846,-0.9375463599511351,0.13534252731867907,-0.47403896362259385,1.0976143452566511,-0.7812644361879009,-0.8356907009610753,1.2458521022389795,-0.4874253539328776,-0.13782010992543975,-0.6253969562531368,-1.3271860999413265,-1.5423722503607802,-0.45028110104599217,-0.6592372680594261,-0.46231041943257045,-0.8392309265570392,-0.2969293711910289,-0.2612871106120125,0.6658199335295331,1637.1333414713542,XAU,30,43,10,5,0,12
2022-10-31,1.0502480522609057,1.0407804327071906,-0.2632552717649133,-0.9395137771554276,0.343486422059963,-0.526112044541835,1.1317169022810822,-0.7771634484269369,-0.8346306234128186,1.2174735961456278,-0.4657805935014379,-0.1074452620412047,-0.5685377198181685,-1.3222791856252107,-1.523330816875417,-0.4518835945919173,-0.6565103065551467,-0.4540197614353957,-0.8414587994577972,-0.2768335128278095,-0.2725778555004806,0.6462712903603334,1635.9000244140625,XAU,31,44,10,5,0,11
2022-11-01,0.9978457098990448,0.9440158785945428,-0.2866994988725521,-0.939640497668999,0.5920548298179927,-0.5637432376033339,1.240334329920426,-0.760103163144216,-0.8378461934631286,1.143446708896282,-0.4662133513266298,-0.0889524422812153,-0.6134605044311112,-1.3168669460230462,-1.554447529966344,-0.4610541822998442,-0.6610538606936658,-0.4783846923497334,-0.8513975237845294,-0.1573293018089153,-0.2594730660975797,0.5716684556015319,1645.0,XAU,1,44,11,6,0,10
2022-11-02,0.8462247824621981,0.7568816825079813,-0.3223399461197154,-0.9575811980711476,0.3792341385812046,-0.7538347618532373,1.1797195322684433,-0.8488272184410316,-0.8413206367797791,1.1204202088127588,-0.4926270342999699,-0.0021249131917443,-0.6731382575194118,-1.0176572131880255,-1.583433716944908,-0.484856113309588,-0.6888390232752687,-0.5329035758013855,-0.8822987319728783,-0.4215362923272302,-0.3154186932875808,0.4597242497329241,1645.699951171875,XAU,2,44,11,6,0,9
2022-11-03,0.9782819199265784,0.8443163061803661,-0.2356334098151165,-0.9533165654028836,0.351453056027554,-0.6014165080331456,1.1988618205235415,-0.8229394578919608,-0.8319456498608405,1.4370897602808923,-0.4605668920836456,0.0189948264024488,-0.600987836011569,-0.8610521053078926,-1.3014458303965493,-0.4802529528895035,-0.6827053029090027,-0.4999424178830918,-0.8799924128432204,-0.2825031907359281,-0.3042048496048722,0.5264838598767274,1627.300048828125,XAU,3,44,11,6,0,8
2022-11-04,1.234309413626658,1.043731518627159,-0.0993930419692032,-0.9053674726138756,0.3895891914108739,-0.2032664232635733,1.312386020440094,-0.6659610466809279,-0.8269834214586804,1.5378215022596915,-0.3730416219385181,-0.3103791684384551,-0.37622746723745,-0.4442616386063209,-1.2620138600515431,-0.4334810314873401,-0.6359360737198966,-0.4780170021712439,-0.8305688113869313,0.2665106200335334,-0.1178086859663153,0.8122698201037788,1672.5,XAU,4,44,11,6,0,7
2022-11-05,1.1953891870465643,1.0160987854939039,-0.14425680912282013,-0.9169932674230556,0.2932196329824021,-0.26397003995018026,1.1349219745918935,-0.7057727839350546,-0.8288109275110837,1.463923357422953,-0.39471901093614287,-0.35613280528584207,-0.3784549440276933,-0.4528887531052514,-1.2032439752411361,-0.45271614603201477,-0.6598025568683124,-0.4834316178133841,-0.8445000358897808,0.20576107118839848,-0.1696964013166883,0.7039972596139787,1673.8333333333333,XAU,5,44,11,6,0,6
2022-11-06,1.1564689604664709,0.9884660523606489,-0.18912057627643708,-0.9286190622322358,0.19685007455393036,-0.32467365663678716,0.9574579287436928,-0.7455845211891814,-0.8306384335634869,1.3900252125862147,-0.4163963999337677,-0.401886442133229,-0.3806824208179367,-0.4615158676041819,-1.1444740904307291,-0.4719512605766894,-0.6836690400167282,-0.48884623345552436,-0.8584312603926305,0.1450115223432636,-0.2215841166670613,0.5957246991241786,1675.1666666666667,XAU,6,44,11,6,0,5
2022-11-07,1.1175487338863772,0.9608333192273938,-0.233984343430054,-0.9402448570414158,0.1004805161254586,-0.3853772733233941,0.7799938828954924,-0.7853962584433081,-0.8324659396158901,1.3161270677494763,-0.4380737889313925,-0.447640078980616,-0.38290989760818,-0.4701429821031124,-1.085704205620322,-0.4911863751213641,-0.707535523165144,-0.4942608490976646,-0.8723624848954801,0.0842619734981287,-0.2734718320174343,0.4874521386343785,1676.5,XAU,7,45,11,6,0,4
2022-11-08,0.5997023670062926,0.5622867555928972,-0.3459353376459844,-1.035260872890339,-0.2597606153885315,-0.8693090862942803,0.4405818670078084,-1.0972387155321166,-0.8448863683940742,0.8215906773773864,-0.6455760142321937,-0.3867164150112059,-0.6739020282192357,-1.2260181484424728,-1.2371715118869937,-0.6057238912348857,-0.7965366450635967,-0.6273512621061783,-0.9611198512719716,-0.98100750901611,-0.5241766289723327,-0.3477406417633241,1712.0999755859375,XAU,8,45,11,6,0,3
2022-11-09,0.4894235534508478,0.1277487266549752,-0.6422175981622135,-1.1527795276299766,-0.4376522520956195,-0.730762338228129,-0.0705965604520957,-1.3483724579897705,-0.8678947673071112,0.3276428237486453,-0.8071131762429347,-0.5397475429686355,-0.9041079243723348,-1.650964702453264,-1.342829059284594,-0.7231704508065616,-0.9596553682049024,-0.6898686661529175,-1.0597936467311924,-2.117525943909037,-0.793177046718895,-0.9193924696782368,1710.0999755859375,XAU,9,45,11,6,0,2
2022-11-10,0.7530899451115596,0.4230287065818301,-0.4117399575199159,-1.0657956427951096,-0.1876256517691632,-0.34334198237844,0.3693969416508812,-1.0904331021156943,-0.8556502224337729,0.6616190338258809,-0.7629615743155851,-0.5807779431604841,-0.6895784781583929,-0.9425443822074095,-1.2837052359398782,-0.6658655015004789,-0.8835527794030728,-0.610699430187187,-0.9549292051871004,-1.1853049029719744,-0.5369930388536356,-0.2027516274854456,1750.300048828125,XAU,10,45,11,6,0,1
2022-11-11,0.6517998999218417,0.2085688474032927,-0.5307544527518642,-1.1115368743284333,-0.2884467829846537,-0.0804425851571464,0.19184230170375,-1.1516571932968305,-0.8619665159663885,0.4907226769759622,-0.9134943230571524,-0.7508144627598605,-0.7669648970302196,-0.9045009337491,-1.3550744132507997,-0.6815486816180316,-0.9140721574241746,-0.6839134284218567,-1.032447291336677,-1.578465567689383,-0.5641295518360022,-0.4821326973920983,1766.0,XAU,11,45,11,6,1,13
2022-11-12,0.5608173904982215,0.16565580913452074,-0.5634219997659564,-1.120672123659347,-0.2838700277178023,0.1878847925765586,0.15423105971263246,-1.1798487310735966,-0.863511545864155,0.4323226663807433,-0.9373801507976233,-0.7669384155170418,-0.8278682880557007,-1.0272835455602751,-1.3800891340781616,-0.6979181211214608,-0.9259370047520277,-0.709186111953409,-1.0836371715678814,-1.5513141101516161,-0.5912660648183687,-0.5514636886466183,1768.5333251953125,XAU,12,45,11,6,0,12
2022-11-13,0.4698348810746015,0.12274277086574878,-0.5960895467800486,-1.129807372990261,-0.2792932724509509,0.4562121703102636,0.11661981772151493,-1.2080402688503624,-0.8650565757619216,0.3739226557855244,-0.9612659785380941,-0.7830623682742229,-0.8887716790811818,-1.1500661573714501,-1.4051038549055233,-0.71428756062489,-0.9378018520798809,-0.7344587954849613,-1.1348270517990857,-1.5241626526138494,-0.6184025778007354,-0.6207946799011382,1771.066650390625,XAU,13,45,11,6,0,11
2022-11-14,0.3788523716509813,0.0798297325969768,-0.6287570937941408,-1.1389426223211747,-0.2747165171840995,0.7245395480439686,0.0790085757303974,-1.2362318066271285,-0.8666016056596881,0.3155226451903055,-0.985151806278565,-0.7991863210314042,-0.9496750701066629,-1.2728487691826251,-1.4301185757328851,-0.7306570001283191,-0.949666699407734,-0.7597314790165136,-1.1860169320302902,-1.4970111950760825,-0.645539090783102,-0.6901256711556583,1773.5999755859375,XAU,14,46,11,6,0,10
2022-11-15,0.5177832731597418,0.0864977942491739,-0.6284959916165058,-1.115898984314829,-0.2515849947705087,0.4573482592547221,0.0248577894615635,-1.201397637761712,-0.8650897268885833,0.4446328932624567,-0.9542456849294202,-0.7541111601676855,-0.8944222304533298,-1.1235971731573977,-1.4045591572910356,-0.7162996108403568,-0.9421340058205762,-0.7355008641491128,-1.160164357983985,-1.5440695217134657,-0.5760396260779974,-0.4330449295430593,1773.800048828125,XAU,15,46,11,6,0,9
2022-11-16,0.4571448551465155,0.1085586343659613,-0.6544275605216137,-1.1259342742164928,-0.2674569809059398,0.4589051218823126,-0.0548478781731507,-1.240196241626986,-0.8669552474227035,0.3584674356815409,-0.9568010168496028,-0.7025730806390225,-0.9498147567833268,-1.174680757843484,-1.363051820085766,-0.7359610796808407,-0.941603950411327,-0.7418153973057295,-1.1627852877790206,-1.285406216260866,-0.6248911170366891,-0.5146058601201817,1773.0,XAU,16,46,11,6,0,8
2022-11-17,0.4140920760052006,0.0729260125410071,-0.6768205078087749,-1.1238190164130335,-0.2747746563274528,0.1870292194208556,0.0453736801355804,-1.2527370710098693,-0.8677479296787888,0.3675345798837587,-0.9831683329131008,-0.5379034800386651,-0.9205346269458322,-0.8375853477933092,-1.3938720521966554,-0.7517780299857605,-0.9498423482676904,-0.7304656913395688,-1.1670684518769567,-1.2905089263781715,-0.5966834801169588,-0.6413145060555806,1760.800048828125,XAU,17,46,11,6,0,7
2022-11-18,0.4762732030528211,0.2141175316375708,-0.6445606466509898,-1.1262656970981406,-0.2880288096837899,0.0624942350030225,-0.0145065707683169,-1.248931213410006,-0.8688457986190811,0.3803536458248258,-1.021343755349701,-0.3792618776008999,-0.94826468527454,-0.8110729193238957,-1.326184754963411,-0.7589787142495829,-0.9594688384421166,-0.747703477013322,-1.1563915072487874,-1.268460178957712,-0.6038517710823933,-0.6518438506993829,1751.9000244140625,XAU,18,46,11,6,0,6
2022-11-19,0.42401808157999543,0.20962573963839326,-0.6887487546607269,-1.1413178196396518,-0.33943847813789807,-0.04817859418716219,-0.06763633705731237,-1.2938790964528373,-0.8709419046479355,0.3221498141440564,-1.0499950710461576,-0.47315541511857623,-0.973251327313713,-0.8422178773387196,-1.3256515488597773,-0.7424480175339851,-0.9662657757427314,-0.7533100526725427,-1.1519588824410523,-1.3923321418465642,-0.631040467025811,-0.6343502635095049,1747.0666910807292,XAU,19,46,11,6,0,5
2022-11-20,0.3717629601071698,0.20513394763921575,-0.7329368626704642,-1.1563699421811628,-0.39084814659200623,-0.15885142337734687,-0.12076610334630783,-1.3388269794956686,-0.8730380106767901,0.263945982463287,-1.0786463867426141,-0.5670489526362525,-0.9982379693528859,-0.8733628353535433,-1.3251183427561437,-0.7259173208183874,-0.9730627130433462,-0.7589166283317635,-1.1475262576333174,-1.5162041047354167,-0.6582291629692285,-0.6168566763196269,1742.2333577473958,XAU,20,46,11,6,0,4
2022-11-21,0.3195078386343441,0.2006421556400382,-0.7771249706802014,-1.171422064722674,-0.4422578150461144,-0.2695242525675316,-0.1738958696353033,-1.3837748625385,-0.8751341167056446,0.2057421507825176,-1.1072977024390709,-0.6609424901539289,-1.023224611392059,-0.9045077933683672,-1.32458513665251,-0.7093866241027897,-0.979859650343961,-0.7645232039909843,-1.1430936328255823,-1.640076067624269,-0.6854178589126462,-0.5993630891297489,1737.4000244140625,XAU,21,47,11,6,0,3
2022-11-22,0.5015164016882,0.2616080558705285,-0.6913597764370758,-1.1497479830360793,-0.3809210188084591,-0.3340148324023324,-0.1247693831233718,-1.3446591038732372,-0.8728620821540082,0.2387553837297413,-1.0601477070086036,-0.7429337032572499,-0.9032900814105764,-0.3221947137387359,-1.3002323268503486,-0.7330007271097235,-0.9731259259074012,-0.7698975248190435,-1.1537581912070836,-1.2564278625082606,-0.6220649977250291,-0.5784703614915215,1738.300048828125,XAU,22,47,11,6,0,2
2022-11-23,0.5491724255289191,0.3527703670207678,-0.4858998470781641,-1.1337129642034065,-0.3367776957213721,-0.0371169215839191,-0.0649478959593211,-1.295896553374987,-0.8642958399482182,0.2900868228136979,-1.0184535513028812,-0.3564894400977708,-0.8304254554430166,0.3574769421564551,-1.2114259309693065,-0.7336164364652762,-0.9439060385670393,-0.7391072500093662,-1.131819671107996,-1.1357897159077426,-0.6136319565720151,-0.5722929000980473,1744.9000244140625,XAU,23,47,11,6,0,1
2022-11-24,0.4664259917566646,0.2951867004716932,-0.47266608933803755,-1.1330939832332698,-0.276079644396503,-0.16302643336665226,-0.06412887633520614,-1.2790477046255917,-0.8648086338899714,0.254811401759227,-0.9811410685772299,-0.5154528837072758,-0.8145789031798574,0.15082748190928288,-1.2278495982820892,-0.732877951732277,-0.9440692521094767,-0.7201737242430357,-1.1140330208921592,-1.0958184866555079,-0.5518775418755411,-0.5379449854047802,1749.1000366210938,XAU,24,47,11,6,1,32
2022-11-25,0.3836795579844101,0.2376030339226186,-0.4594323315979111,-1.1324750022631331,-0.2153815930716339,-0.2889359451493854,-0.0633098567110912,-1.2621988558761963,-0.8653214278317246,0.2195359807047561,-0.9438285858515788,-0.6744163273167809,-0.798732350916698,-0.0558219783378893,-1.244273265594872,-0.7321394669992778,-0.944232465651914,-0.7012401984767053,-1.0962463706763226,-1.0558472574032731,-0.490123127179067,-0.5035970707115129,1753.300048828125,XAU,25,47,11,6,0,31
2022-11-26,0.3917580450784988,0.3942087549750245,-0.47601461024770614,-1.13746421632951,-0.18147547319931095,-0.3583168502348172,-0.05725963999603033,-1.2746824211979706,-0.8659405909335874,0.20311825780175416,-0.9680046361018018,-0.6916159834497784,-0.770641059838123,-0.06624631308494036,-1.2597569273197835,-0.7372877867445912,-0.948011247763012,-0.7024143445870112,-1.0951728959650604,-1.082578738799698,-0.5169204509146016,-0.5106719543571735,1748.9000244140625,XAU,26,47,11,6,0,30
2022-11-27,0.3998365321725876,0.5508144760274303,-0.49259688889750114,-1.1424534303958866,-0.14756935332698803,-0.42769775532024895,-0.05120942328096947,-1.287165986519745,-0.8665597540354503,0.18670053489875224,-0.9921806863520247,-0.7088156395827758,-0.7425497687595481,-0.07667064783199143,-1.2752405890446952,-0.7424361064899044,-0.95179002987411,-0.7035884906973172,-1.0940994212537982,-1.1093102201961225,-0.5437177746501363,-0.517746838002834,1744.5,XAU,27,47,11,6,0,29
2022-11-28,0.4079150192666763,0.7074201970798362,-0.5091791675472962,-1.1474426444622634,-0.1136632334546651,-0.4970786604056807,-0.0451592065659086,-1.2996495518415192,-0.8671789171373131,0.1702828119957503,-1.0163567366022477,-0.7260152957157733,-0.7144584776809731,-0.0870949825790425,-1.2907242507696066,-0.7475844262352178,-0.955568811985208,-0.7047626368076232,-1.093025946542536,-1.1360417015925472,-0.5705150983856709,-0.5248217216484946,1740.0999755859375,XAU,28,48,11,6,0,28
2022-11-29,0.4178928631826807,0.7288811794415664,-0.4796265237049887,-1.1339810268282686,-0.0047984731898457,-0.4099925337866553,-0.0260022273758488,-1.230205865427345,-0.8650380593183623,0.1703012037689796,-0.9981087816399752,-0.7581211271993672,-0.6760874488057522,0.1536433556186478,-1.2793407601174638,-0.7516140240711118,-0.954975025573674,-0.6946838964356022,-1.081372965676896,-0.9155542273879442,-0.5363174068316061,-0.3815046173198943,1748.4000244140625,XAU,29,48,11,6,0,27
2022-11-30,0.4540843194815062,0.7030069578819163,-0.4540522525166446,-1.1015698185494618,0.0902040297057259,-0.4036669027502275,0.0590215587150017,-1.128980625097644,-0.863396743914087,0.2332930270805351,-0.984600555239332,-0.645363637759695,-0.5952404051701218,0.3176911504041656,-1.2059858497309417,-0.7509864036714785,-0.9474081348633386,-0.6741704781671775,-1.0540736780197206,-0.6725770308144718,-0.4866213758453775,-0.1857989523379814,1746.0,XAU,30,48,11,6,0,26
2022-12-01,0.3657828890652417,0.6157490780123609,-0.5089799053591012,-1.1106936955265936,-0.0112566320866501,-0.2446986052627039,0.0348402797680401,-1.1578284971132755,-0.8651352371835966,0.179625832796413,-1.0005507722249882,-0.6879858469901505,-0.5891212275278753,0.2395943850421286,-1.1709597246474248,-0.7564828923976104,-0.9534377094453828,-0.6761667504147759,-1.0634599757450416,-0.5904926939891584,-0.5426164395247955,-0.2498109751754333,1801.0999755859375,XAU,1,48,12,7,0,25
2022-12-02,0.3129015604306052,0.6501337814718836,-0.5144767933093096,-1.107004179035307,-0.0146507009959195,-0.1587205160092613,0.0620185094471892,-1.1405303457305629,-0.8625926840842485,0.1877182130174595,-0.9903500520597432,-0.6141450441008979,-0.6256222573445304,0.2155857176054016,-1.1600657723576695,-0.7608863137708042,-0.9498050423151334,-0.6761667504147759,-1.061478176278096,-0.5211966306677122,-0.5516385988433599,-0.223023535620448,1795.9000244140625,XAU,2,48,12,7,0,24
2022-12-03,0.27553648408679643,0.6484163315898451,-0.5229786466722984,-1.1086011824306987,-0.0171229240285973,-0.2249502937343439,0.046796252337705464,-1.154449917507841,-0.8607638841116929,0.184260559650285,-0.9903345964231293,-0.6582285862192547,-0.6512547625123647,0.28228179574462803,-1.181961697139209,-0.7581067647406032,-0.9487371594231858,-0.6685678200593258,-1.0700015654855177,-0.5192017439963366,-0.5589249880890679,-0.15199809641488232,1786.4000244140625,XAU,3,48,12,7,0,23
2022-12-04,0.23817140774298773,0.6466988817078068,-0.5314805000352874,-1.1101981858260905,-0.0195951470612751,-0.2911800714594265,0.03157399522822173,-1.1683694892851193,-0.8589350841391374,0.1808029062831105,-0.9903191407865152,-0.7023121283376116,-0.6768872676801991,0.3489778738838545,-1.2038576219207489,-0.7553272157104023,-0.9476692765312383,-0.6609688897038756,-1.0785249546929394,-0.5172068573249611,-0.566211377334776,-0.08097265720931668,1776.9000244140625,XAU,4,48,12,7,0,22
2022-12-05,0.200806331399179,0.6449814318257683,-0.5399823533982762,-1.1117951892214823,-0.0220673700939529,-0.357409849184509,0.016351738118738,-1.1822890610623975,-0.8571062841665819,0.177345252915936,-0.9903036851499012,-0.7463956704559684,-0.7025197728480335,0.4156739520230809,-1.2257535467022884,-0.7525476666802013,-0.9466013936392907,-0.6533699593484255,-1.087048343900361,-0.5152119706535855,-0.573497766580484,-0.009947218003751,1767.4000244140625,XAU,5,49,12,7,0,21
2022-12-06,0.13228641198846,0.7392983520628703,-0.5352550297610971,-1.1103427771813192,-0.0544995841158617,-0.3967802401362895,0.17561616403855,-1.190521871078769,-0.8542999052099653,0.1833225792155726,-0.984677833422402,-0.7134808868380003,-0.7611859240359774,0.287865525828484,-1.2485756872586742,-0.7536526450772201,-0.9444221042440796,-0.6611300689601999,-1.0833621968918423,-0.6353461458844941,-0.5764062800411718,0.0079827868567107,1769.300048828125,XAU,6,49,12,7,0,20
2022-12-07,-0.0574108138335895,0.6177093274619224,-0.5681951308027203,-1.116737289250762,-0.1086946936902622,-0.5476696829076657,0.0846278583532487,-1.2201890596610374,-0.8431881651210323,0.0612379885171484,-1.0185205257282086,-0.7438209410820472,-0.7773535303543722,0.1857669526489878,-1.2430321824226214,-0.7575026610177444,-0.952671383003272,-0.650030526631459,-1.091187827536944,-0.565861093299443,-0.6006795963448159,-0.057461423547587,1785.5,XAU,7,49,12,7,0,19
2022-12-08,-0.016162008966365,0.63060626919565,-0.5295794929525068,-1.0991280117302615,-0.0599520929654752,-0.5465335939632076,0.175917328205265,-1.1488160148802655,-0.8284558133561707,0.0652290033079828,-1.018772967792904,-0.7140462834910576,-0.7532710966953249,0.2492527289709602,-1.2530642713983138,-0.7544598473722229,-0.9507314734703018,-0.6408987143903426,-1.0620355573781746,-0.3132454442821699,-0.5550002801237016,-0.0610511125563322,1788.699951171875,XAU,8,49,12,7,0,18
2022-12-09,-0.0728814483841532,0.6108645220068958,-0.5550781819315358,-1.1025640871944058,-0.0982139346046938,-0.6023001327677244,0.155952347592312,-1.1758270320126296,-0.7872319188640455,0.0371999409059945,-1.010189937593258,-0.7802933744092512,-0.7927844021039107,0.1447670082863264,-1.2216855518599117,-0.7452177933998122,-0.952606097586297,-0.6248177256708327,-1.0510415248352938,-0.2443273594879315,-0.5741816380174163,-0.1192114505713095,1798.0999755859375,XAU,9,49,12,7,0,17
2022-12-10,-0.09169669270955376,0.6885550277414779,-0.576341976818925,-1.102135186994626,-0.13262549838094345,-0.5551267276254059,0.15012984036915739,-1.1720211744127662,-0.7979826106125393,-0.013346782520163462,-1.0145844902705077,-0.7897978371206412,-0.8055371948804186,0.13938449370098796,-1.2239999421459418,-0.7498566869521385,-0.9539361584226042,-0.6335298002652717,-1.061799392941697,-0.1958201151629188,-0.5773359606893709,-0.1795928062149853,1792.2333170572917,XAU,10,49,12,7,0,16
2022-12-11,-0.11051193703495432,0.76624553347606,-0.5976057717063142,-1.1017062867948466,-0.1670370621571931,-0.5079533224830874,0.1443073331460028,-1.1682153168129028,-0.808733302361033,-0.06389350594632143,-1.0189790429477572,-0.7993022998320314,-0.8182899876569267,0.13400197911564954,-1.226314332431972,-0.7544955805044649,-0.9552662192589114,-0.6422418748597106,-1.0725572610480998,-0.14731287083790612,-0.5804902833613256,-0.2399741618586611,1786.3666585286458,XAU,11,49,12,7,0,15
2022-12-12,-0.1293271813603549,0.8439360392106421,-0.6188695665937034,-1.101277386595067,-0.2014486259334428,-0.460779917340769,0.1384848259228482,-1.1644094592130394,-0.8194839941095268,-0.1144402293724794,-1.023373595625007,-0.8088067625434214,-0.8310427804334347,0.1286194645303111,-1.2286287227180022,-0.7591344740567911,-0.9565962800952186,-0.6509539494541496,-1.083315129154503,-0.0988056265128934,-0.5836446060332802,-0.3003555175023369,1780.5,XAU,12,50,12,7,0,14
2022-12-13,-0.0568260773447464,0.6962906933744017,-0.6538435161769042,-1.0714347056490314,-0.1834239201657435,-0.5242325887571759,0.0735068205872401,-1.1024321253819305,-0.8272890097043142,-0.1142747034134125,-0.974188608040362,-0.8020480979368775,-0.7829319853772745,0.2043839593413523,-1.120682066358251,-0.754424114239981,-0.94894389657694,-0.6611653269225207,-1.0581190261816231,-0.0579209491532398,-0.5538179240851501,-0.3674593444004037,1813.9000244140625,XAU,13,50,12,7,0,13
2022-12-14,-0.1182109674713896,0.6716322549433049,-0.6800636716993977,-1.0682325757484037,-0.2171603365926028,-0.5797747149306884,0.0040186982183895,-1.1125017902815688,-0.8135984421338314,-0.1194427916909444,-1.0044146813784904,-0.7671152831879983,-0.8231189410491266,0.0681450610668304,-1.1098501682271085,-0.7500665045747896,-0.9426609524004456,-0.6563450597880758,-1.0239825303634855,-0.2376497388405924,-0.5879208623678327,-0.3674531976726489,1807.5,XAU,14,50,12,7,0,12
2022-12-15,-0.1582778581590373,0.6648410082164082,-0.75267756152165,-1.0922802301315062,-0.2817623528272312,-0.5504327634269036,-0.0693478309803508,-1.1763820529126097,-0.8158686027321437,-0.1887429932202701,-1.0778444109316427,-0.8366068810537346,-0.8860410298534931,-0.125351079234649,-1.1196409354748629,-0.7627068710468209,-0.9458024244886928,-0.6533699593484255,-1.0235291937354216,-0.2489890946568278,-0.6227406297470586,-0.5406249587058294,1777.199951171875,XAU,15,50,12,7,0,11
